,headline,title,text,text_word_count
61050,"Trust your gut., Always have access to an exit., Avoid dealing with a violent person alone., Learn basic self-defense., Keep children away from the person., Have an emergency plan.",How to Deal With a Violent Person1,"Your instincts are often better at recognizing danger than your rational mind is. If something about a situation seems off, or if you don’t have a good feeling about someone, listen to your gut and get to safety as soon as you can. It’s always better to be too cautious than to get into a dangerous situation.If you don’t know how to leave a situation, make up an excuse. Say that you have to let your dog out or pick up your friend whose car broke down.;, If you’re inside with a potentially violent person, make sure you can get to the door easily. Don’t block the door, though. If the person feels trapped, they may be more dangerous to deal with.Get into the habit of noticing where the exits are everywhere you go., If possible, ask a colleague, friend, or family member to stay with you when you deal with someone who might turn violent. The presence of someone else might be enough to keep the violent person calm. If they do decide to use physical force, you’ll be safer with backup than without it.For instance, if you are a nurse treating a patient who has a history of violence, it’s a good idea to ask one of your colleagues to step into the room with you., Knowing some self-defense moves could save your life if you’re ever attacked. Search the internet for some simple techniques you can practice at home, or sign up for a beginners’ self-defense class.Ask a friend to help you practice the techniques you learn., If you know that someone with violent tendencies is frequently around children, make their safety your top priority. If they are your own kids, take them to stay at a safe place, like a family member’s house. If they are someone else’s, offer to look after them temporarily or help their parent find a place to take them.If you think that any children are in a dangerous or abusive home situation, let the appropriate authorities know immediately. Kids can’t protect themselves, so they depend on adults to protect them. Don’t assume someone else will report a bad situation – report it yourself if you know something is wrong., Know what you will do if someone around you becomes violent. Ideally, you should leave the building and call the police.",457
43521,"Understand puberty., Set clear boundaries and consequences., Take a break., Get help for destructive behavior.",How to Discipline a Stubborn Child3,"Teenagers experience huge hormonal shifts; acute stress in their interpersonal lives due to budding romances, friendship turmoil, and bullying; and a growing sense of independence. Unfortunately, they still lack emotional maturity and their brains are still developing to understand long term consequences of their behaviors.These factors make a volatile environment for many parents of teens, who struggle with their children's stubborn and rebellious attitudes on a regular basis. Puberty is a process lasting several years, not a one-off experience, and it usually starts between the ages of 10 and 14 for girls and 12 and 16 for boys. During that time, changes in behavior are typical for both genders., Just like toddlers and children, teenagers thrive in an environment with clear expectations and boundaries for their behavior. While many teens will test the limits, they crave consistency on your part. Create and enforce family rules with clear consequences.Let your teen give input on the rules and consequences, and put them in writing. This helps your teen to feel like you take his opinions seriously and that he has some personal investment in behaving well.For example, if your child runs up his cell-phone bill by using too much data, the consequence might be that he has to pay the bill or that he loses his cell phone for the following week. Be consistent, but be willing to make adjustments as necessary. If your set of rules and consequences is not working for the family, sit down with your teen and reconsider other options. Also, be willing to relax your rules on occasion if your child is responsible and respectful (for example, letting him stay out late for a special event)., The teenage years can be especially trying to a parent's emotions. Volatile, emotional teenagers often do and say things to hurt those they love and get a reaction. But yelling at one another and letting your emotions get out of control is counterproductive to effective discipline. Prepare responses ahead of time. If your teenager tends to say hurtful things during arguments, prepare your response ahead of time to prevent yourself from saying something hurtful back. For example, you can simply say, ""That was hurtful. Let's take a break and revisit this issue when we're calmer."" Take a time-out if you need to. If you find yourself becoming overwhelmed with your teen, tell her you need to take a break and come back to the discussion later.",500
9098,"State the name of the case., Provide a case citation., Name the court., Mention the year., List the source., Indicate the publication medium., Write the date accessed, if applicable.",How to Cite a Case3,"The name of the case should be written in the form of ""Plaintiff's Name v. Defendant's Name,"" with the ""versus"" always abbreviated as ""v."" and the first letter of each proper noun and major term capitalized. Follow with a period. Plaintiff v. Defendant. Example: Harper & Row v. Nation Enterprises., The case citation refers to the volume in which the details of the case appeared in the U.S. reporter. Write the abbreviation ""U.S."" followed by the numerical value of this citation. Place another period afterward. Plaintiff v. Defendant. U.S. 000. Example: Harper & Row v. Nation Enterprises. 471 U.S. 539., Spell out the full name of the court in which the case took place, regardless of whether that court is the Supreme Court, another federal court, or another state court. Follow with a period. Plaintiff v. Defendant. U.S. 000. Name of the Federal or State Court. Example: Harper & Row v. Nation Enterprises. 471 U.S. 539. Supreme Court of the United States., State the year in which the court decision was officially made, and follow it with another period. Plaintiff v. Defendant. U.S. 000. Name of the Federal or State Court. Year. Example: Harper & Row v. Nation Enterprises. 471 U.S. 539. Supreme Court of the United States. 1985., While the case itself is identified by the case citation from the U.S. reporter, you must still provide the name of the book, website, software, or other source in which you first read or accessed it. Italicize this title and follow with another period. Plaintiff v. Defendant. U.S. 000. Name of the Federal or State Court. Year. Name of Publication. Example: Harper & Row v. Nation Enterprises. 471 U.S. 539. Supreme Court of the United States. 1985. LexisNexis Academic., You need to state the type of medium in which you found the details of the case. Usually, it will either be ""Web"" or ""Print."" Follow with a period. Plaintiff v. Defendant. U.S. 000. Name of the Federal or State Court. Year. Name of Publication. Web. Example: Harper & Row v. Nation Enterprises. 471 U.S. 539. Supreme Court of the United States. 1985. LexisNexis Academic. Web., Write the date on which you first located the information for use in your paper or project. List this in day-month-year format and conclude the entire thing with a final period. Plaintiff v. Defendant. U.S. 000. Name of the Federal or State Court. Year. Name of Publication. Web. Day Month Year.",425
122940,"Make an appointment with your doctor to discuss your symptoms and a possible multiple sclerosis (MS) diagnosis., Look for the early symptoms of MS., Know that symptoms of MS manifest in different ways for different patients., Look for the most common symptoms of MS., Plan for blood tests that bring your doctor closer to a diagnosis of multiple sclerosis., Schedule a spinal tap with your doctor., Prepare for an MRI through your health care provider or local health care facility., Ask your doctor about an evoked potential test., Make a follow-up appointment with your doctor once all of the tests are complete to determine whether a definitive multiple sclerosis diagnosis can be made.",How to Diagnose Multiple Sclerosis,"While it's all well and good to try to diagnose MS on your own, the detailed and difficult diagnosis makes it hard for even licensed professionals to achieve certainty.;, Many people with MS experience their first symptoms between the ages of 20 and 40.If you come across any of the following symptoms, write them down for you doctor to use in ruling out other possible medical conditions: Blurred or double vision Clumsiness or coordination problems Thinking problems Loss of balance Numbness and tingling Weakness in an arm or leg, No two cases of MS present in the same way. To this end, you may have: One symptom followed by a respite for months or even years before the symptom presents itself again or a new symptom presents.One or several symptoms in close proximity to one another, with the symptom(s) becoming worse within weeks or months., These symptoms include: Feelings pins and needles, but also numbness, itching, burning, or stabbing throughout the body. These symptoms present in about half of patients with MS. Bowel and bladder problems. These include constipation, frequent urination, suddenly urgent urination, problems emptying the bladder fully, and the need to urinate at night. Muscle weakness or spasms, resulting in difficulty walking. Other potential symptoms can exacerbate this symptom. Dizziness or lightheadedness. While outright vertigo is uncommon, feelings of dizziness and lightheadedness are common. Fatigue. About 80% of MS patients feel chronic fatigue. Even after a good night's sleep, many MS sufferers say that they feel tired and drained. Fatigue associated with MS is usually independent of the amount of physical work or exercise that you do. Sexual problems, including vaginal dryness in women and difficulty achieving erection in men. Sexual problems can extend to lower responsiveness to touch, lower sex drive, and difficulty achieving orgasm. Speech problems. These include long gaps between a string of words, slurred speech, or intensely nasal speech. Thinking problems. Difficulty concentrating, difficulty retrieving memory, and low attention span are all common. Shaking or tremors, making it difficult to do some everyday activities. Eye problems, usually affecting only one eye. Examples include dark spot(s) in the center of the eye, blurred or grey vision, pain, or temporary loss of vision., This happens by ruling out other potential diseases that could be causing the symptoms. Inflammatory diseases, infections and chemical imbalances can result in similar symptoms, providing a red flag but also a false alarm.",776
149904,"Turn off and unplug your computer., Lever out the key with a screwdriver., Look for dirt or small objects., Clean up spills., Examine the retaining clip., Check the silicone rubber membrane., Glue down a new membrane.",How to Repair Dell Laptop Keyboard Keys2,"This reduces the chance of damage to you and your computer., Remove the stuck key with a small, flat head screwdriver. Start by lifting each corner of the key, listening and feeling for a snap as it unhooks. Repeat with each corner until the key is removed, after two to four snaps.Use light pressure only. If the key doesn't pop out, try a different corner. To remove larger keys, such as the Shift key and Space bar, lever from the top of the key (the side nearest the laptop screen)., These can cause the key to stick. Remove small objects with a pair of tweezers. Remove loose dust or animal fur with compressed air or a gentle vacuum cleaner hose attachment., If you've spilled materials on the keyboard, remove the residue with a lint-free cloth. Dampen the cloth with a small amount of rubbing alcohol and wipe the sticky area gently. Leave the key cap off until the rubbing alcohol has fully evaporated and the area is dry., The retaining clip, most often made out of white plastic, consists of two thin, square objects hooked around each other. These should be firmly attached to the keyboard, and to each other. If they are not, remove the clip by gently twisting the corners free with a screwdriver. See below for detailed instructions on replacing them., This nipple-shaped membrane sits beneath the center of the key. Confirm that it is standing up, and try to depress it with a very gentle touch from a clean, soft object. If it sticks in the down position instead of popping back up, it needs cleaning or replacement. Do not touch it with a dirty or sharp object. This part of the keyboard is easily damaged. Clean with a lint-free cloth dampened slightly with rubbing alcohol. Pat with extreme care and wait for it to dry., Before you begin, realize that this is a risky fix, and could ruin the key if you use too much glue. For a more reliable repair, take the keyboard to a computer repair professional to replace the entire keyboard. If you do decide to try this yourself, do so as follows: Very carefully remove a membrane from a key you don't use by levering it off with a sharp knife.It is very easy to damage the membrane this way, but this is usually your only source of replacement membranes.",477
157865,"Use the FIFO system., Store produce on the counter if it needs to ripen., Store rice and other grains in sealed containers., Store root vegetables in paper bags., Store fresh bread in paper bags on the counter.",How to Store Food1,"""First in, first out,"" also known as ""FIFO,"" is a common catchphrase used in restaurant kitchens to make sure that the food stays fresh, wherever it is stored. Restaurants go through so much product that every truck delivery usually means that there are only one or two items that have to be rotated forward. For the home cook, this means that canned goods, boxed goods, and other non-perishable supplies should be dated with the date bought. This ensures that a newer item isn't being opened first. Keep your cabinets, your refrigerator, and all your food storage spaces organized to make sure you know where everything is, and what's the most fresh. if you've got three open jars of peanut butter, something's going to spoil.;, Fruit should be left to ripen on the counter, either out in the open or loosely in an open plastic bag to promote ripening. Once fruit has reached its desired level of ripeness, put it into the refrigerator to extend the life of the fruit. Bananas produce ethylene, which speeds up the ripening process of other fruits, so you can take advantage of this property and store them in a plastic bag together with a fruit that needs to ripen. This is an excellent technique for avocados as well. Never pack fruit into air-tight containers on the counter, or they will quickly spoil. Keep an eye out for signs of bruising or over-ripeness and remove rotten fruit quickly to avoid spoiling the rest. Be wary of fruit flies, which are attracted to fruit that's spoiled or in the the process of spoiling. Remnants should always be discarded quickly. If you develop a problem with fruit flies, start storing your fruit in the fridge., Rice, oatmeal, quinoa, and other dry grains can be kept in your kitchen cabinets in tight, sealed containers. Glass jars, plastic tupperware containers, and any other lidded storage is perfect for storing these bulk items in cabinets or on the counter. This goes for dried beans as well. If you store rice and other grains in plastic bags, be wary of meal worms. These can be perfectly fine ways of storing rice, but small holes can allow meal worms and moths to breed, ruining large amounts of food. It's always best to keep them in tightly sealed jars., If it grows under the ground, it doesn't need to go into the refrigerator.",549
35867,"Keep track of your period., Carry a day’s worth of products with you., Stash extra products in several secret places., Manage your cramps with over-the-counter medicine., Treat your cramps with natural remedies.",How to Deal With a Heavy Period2,"Write down what day it starts, how heavy it is each day, when it stops, and how you feel each day. This record can help you predict your next period so you’ll be prepared for it. The average cycle is 28 days long, though this varies from girl to girl. Look back over three months of your notes and count how many days it is between when your period started one month to the next – taking the average of three months will give you a good idea of when to expect your next period. It takes some time for your period to get regular – the first few months or even year of your period might not be very consistent. It can be helpful to show this record to your doctor or gynecologist if you ever want to discuss your heavy period with them., Keep enough pads or tampons in your purse or backpack to last you an entire day. You probably have to carry more products than others because your heavy period requires extra protection for your clothes. When you need to change your product, excuse yourself and go to the bathroom – you’ll already have what you need with you. If people ask you why you keep going to the bathroom, just say that you drank a lot of water earlier. You can also say, “I am not feeling too well today,” or something else vague., Keep extra tampons, pads, and panty liners in your car, your locker at school, your purse, or that spare pocket of your backpack. If you have extra products in several different places it’s unlikely that you’ll be caught without one, even if you have overflow.You can make a small period travel-kit with a couple of pads and tampons, some ibuprofen for cramps, and even a spare set of underwear – just in case. If you have limited space, just put 1-2 pads or tampons in your secret spots. They don’t take up much space and can at least get you through a few hours. If you happen to run out, many school and office bathrooms have machines that sell tampons cheaply. The school nurse might have supplies, too., Often, girls with a heavy period get painful cramps. It’s appropriate to take pain medicine for uncomfortable cramps. Ibuprofen (Motrin, Advil), acetaminophen (Tylenol), and naproxen (Aleve) can minimize cramp pain.",555
75104,"Play.Adults often assume their lives should be serious, filled with work and family commitments., Look on the bright side., Celebrate, everything., Renovate your environment.",How to Find Fun in Everything1,"However, playtime is just as important when you're older as it is when you're a kid. Adults play to learn and expand their horizons, to feel challenged, to have fun, and to get lost in a pleasurable activity. You can't expect fun to find you. You must actively incorporate fun activities that you enjoy into your daily and/or weekly schedule. Examples for incorporating more play into your life might be picking up a new artistic hobby, spending more time with kids, or starting a regular game or movie night for you and some friends.;, You can learn to have fun in most any activity by looking for the silver linings. Even grueling tasks offer you something worthwhile; you just have to look for the positives and embrace them.Practice finding silver linings each day with the following activity. Set aside 10 minutes daily for 3 weeks. Start by listing 5 things you enjoy about your life (e.g. ""watching the sun rise each morning"" or ""hearing your significant other laugh""). Now, think about a time when things didn't go so well. Describe the situation. Then, look for three ways you can look on the bright side of the ordeal. For example, your car breaks down on your way to work. You're frustrated and impatient waiting for the mechanic. But, the wait time gives you the opportunity to read over the poetry your best friend asked you to read over. You also have a few minutes to call and check in on your mother. Finally, the waiting allows you to collect your thoughts before heading into a new work day. Noticing the silver linings helps you to see that there are often positives during negative situations., You may not be having fun in life because you don't take advantage of the little wonders and successes. Have you reached an accomplishment lately? Celebrate it. Has your friend just gotten a new job or dropped those unwanted pounds? Celebrate it. Search for ways to rejoice in the little victories of life.Get a calendar that lists weird holidays and make an effort to participate in the celebration of as many as you can., At work, at school, or at home, bring more fun into your surroundings. Redecorate your office or bedroom in exciting, bright colors that make you smile. Get some plants to care for. Change your environment with different lighting, fabrics, colors, and other decor, such as books, that brighten your mood.",505
171908,"Get the replacement value., Calculate the value if you have a loan., Understand negative equity., Search for your state’s exemption., Find the federal exemption., Check if you can protect the entire vehicle., Find “wildcard” exemptions., Check unused homestead exemptions., Apply your state’s motor vehicle exemption., Apply any wildcard exemption., Apply any homestead exemption., Realize that the trustee might not sell the car.",How to Obtain Motor Vehicle Exemption in Bankruptcy,"If you own the car outright, then you can find your car’s replacement value by visiting the Kelley Blue Book website at www.kbb.com or the National Auto Dealers Association website at www.nada.com.At each website you will need to enter information about your car: the make, model, year, mileage, and general overall condition. The website will then tell you the car’s value.;, Let’s say you still have $7,000 remaining on your car loan. You will calculate your car’s value by deducting the loan from the replacement value. Find the replacement value by visiting Kelley Blue Book or the NADA website. If your car’s replacement value is $12,000 and you have a $7,000 loan, then the car’s value is $5,000. That’s how much “equity” you have in the car. The bankruptcy trustee can use the equity to pay off your other debts., The car’s loan might exceed the replacement value. This is common. For example, your car’s replacement value might be $6,500. If your loan is $7,000, then you have “negative equity.” In this situation, the bankruptcy trustee cannot sell the car because there is no equity in it.The trustee would have to hand over all of the money to the bank which uses your car as collateral. There would be no other money for the trustee to use to pay your other creditors., Each state allows people in bankruptcy to protect certain property so that the bankruptcy trustee cannot sell it. Most states provide an exemption for your car. However, only a certain dollar amount of value will be protected. To find your state’s exemption, you should search the Internet. Type “your state” and “motor vehicle exemption” into your favorite web browser. The amount states exempt differs significantly by state. For example, Illinois allows you to keep $2,400.In Arizona, you can exempt up to $6,000 (or $12,000 if you are disabled)., If your state doesn’t have an exemption, then you can use the federal exemption. Federal law currently allows you to protect $3,675 of value in the car., Now that you know your exemption amount, compare it to the value of your car. If the exemption is greater than the value, you can keep the car. The trustee will be unable to sell it. For example, your car’s value might be $5,000.",1193
15109,"Recycle and reuse where possible., Make your own pencil cases, laptop cases, backpacks, etc., using materials already available at home., Decorate plain (but less expensive) supplies for a personalized touch., If uniforms are required, use the school's used uniform distribution system., Textbooks can be very expensive, so search for second-hand.",How to Save On School Supplies4,"Before you even consider shopping, see what you already have. Consider reusing and recycling where possible: Go through last year's supplies and salvage what is still good to use. Clean, mend, and redecorate as necessary.What do you have on hand already? Does your child really need a new backpack if he is fine with the one he has already? Cover all books in recycled paper. Brown paper bags are free in many stores, and still the ""old school"" choice. Wash, clean, and stitch up any tears or holes in backpacks, lunch bags, etc. to give them another year's use. Fun patches may be a way to make a backpack look customized, rather than just mended. Note however, that trying to reuse old reusable lunch bags from last school year may not be a good idea. Fabric, plastic, and cooler-type lunch containers can harbor mold and bacteria, so reuse them only as long as they can be cleaned thoroughly. Make sure your child's backpack is still suitable. A backpack used since fourth grade may no longer be appropriate for a child going into the 6th or 7th grade. Starting in middle school, students typically have a lot more stuff to carry with them, and the backpack will need to be big and sturdy enough., Many of these items will be as sturdy as the commercial equivalents, and sometimes better., Make boring binders, folders, and notebooks more exciting by adding embellishments using markers, stickers, scrap fabric and paper, etc. This can be a big part of the fun of getting the supplies ready to go. Middle school and high school students should label binders and notebooks clearly with class names (History, German, Algebra, etc.) as well as one's personal name--if the notebook is lost on the bus it is more likely to get to your student if there is a name on it., Most schools with uniforms will have a uniform reuse system in place, and the clothing will be in good condition., If you have to purchase a textbook, or a copy of a certain book, costs can rise rapidly. New textbooks and books are typically the most expensive, but used books cost a lot less. Check Amazon.com for used books. This is a worldwide market for textbooks, books, and more of all kids, and you can save a lot of money. Pay attention to the edition.",517
124798,"Study in a quiet space., Relax!, Assemble your papers, books and writing material., Eat!, Pace yourself., Take out your social studies notebook, binder, and/or textbook., Make use of your social studies course outline., If something is incomplete, try to finish it., Follow your study guide., Write the answers to any questions on the study guide on a loose-leaf paper., Look through your binder., Read your textbook., Use a traffic light system to denote where your strengths and weaknesses are; red being something you find particularly difficult to understand, orange being something that you understand but find quite difficult and green being the easiest., Make flashcards., Get help from your friend, parent, sibling, teacher, or tutor., Use visual and sound prompts., Write essays.",How to Study for a Social Studies Test,"Choose a place where you can stay focus and avoid distractions.;, Put on some music., Have a neat, tidy desk. Clear off unneeded items and collect all of your materials., Get some snacks or a drink if you need it., Don't start studying the night before your test. Start early so you have plenty of time., Collect all necessary materials and, if possible, be near natural sunlight., If you have one, this can show you what you need to know for the test. Ensure that it has been completed and is all together. If you cannot find something, go to your teacher the following day to either redo it or get another copy., You can either get help from someone else, whether it's a friend, teacher, or parent. You can also use your textbook to find the answer., If your teacher provides one, this will be a great aid., That way if you study by yourself, you can try to answer the questions without cheating or not knowing if they are correct., Are there any highlighted or underlined questions or answers? If so, focus on those; there is a good chance that it will show up on your test. Still, review every page of notes and all the questions on your worksheets, highlighted or not., Chances are, this is where you'll find the most information. Read the chapters and sections that you will be tested on., Using your traffic light system, set your materials out in order of most difficult, read and answer any questions regarding the subject., If there are vocabulary words, key terms, important people, dates or processes that you need to know, put each one on a flashcard., They can quiz you on your materials. They can also help you with more studying techniques., Look to see if there is there a map on your social studies test. Do you need to memorize where certain locations are? You can just concentrate on this or you can even go out in the garden or park and study there. If so, try making a song, rhyme, or poem to remember them in order from north to south or west to east., This can be a great way to help you understand things better and simplify things in your own words. To quote Einstein ""If you can't explain it simply you do not fully understand it yourself"", so it is important to try to understand the answers simply, in a way that works for you.",420
183659,"Face sideways toward your target., Drop your non-throwing leg and put your throwing leg behind you., Extend your non-throwing hand toward the target., Throw with an overhand motion and follow through.",How to Throw a Hand Grenade2,"Often, in combat situations, you won't have the luxury of being able to throw grenades from the standing position. For instance, if you're pinned down behind cover by enemy fire, you won't want to expose your upper body by standing up to throw. Luckily, it's also possible to throw grenades from positions that minimize your exposure to the enemy. To throw a grenade from a kneeling position, start by getting in the proper stance. Bend your knees to lower yourself near to the ground, then turn your body ninety degrees away from the direction you intend to throw so that your throwing shoulder is facing away from your target. It's hard to get the same sort of throwing power in the kneeling position that you'd get while standing, so turning to side is a smart choice because it allows you to throw across your body, maximizing your power., Bend your non-throwing leg and press it into the ground in front of you so that your knee is pointing toward your target. At the same time, stretch your throwing leg back behind you so that the side of your boot makes contact with the ground. Keep your throwing leg straight and locked for maximum stability.Keep in mind that the kneeling stance you use to throw grenades is not the same as the typical kneeling stance you may use in ordinary noncombat situations (like when you need to pick something up off the floor). This modified stance gives added stability and support while throwing that you can't get by simply lowering one knee to the floor directly beneath you and bending the other in front of you., Arm the grenade against your chest by pulling the pin and holding down the lever. As you cock your throwing arm back, stretch your other arm toward your target with your fingers extended and your thumb against the side of your hand. Keep your non-throwing arm at a slightly raised angle (about 45o). If you're positioning your arm correctly, you should look somewhat like you're flexing like a bodybuilder. As mentioned above, the kneeling stance doesn't have as much throwing power as the standing stance. Extending your non-throwing arm in this way allows you to gain extra leverage in your follow-through, slightly increasing your throwing force., Launch the grenade over your head, bringing your arm past your ear and twisting at the hips as you throw.",472
111212,"Take a variety of pictures., Use the filter function smartly., Tell stories with your pictures., Use other photo editing apps., Keep it relatively clean.",How to Get Popular on Instagram4,"Diversity is key. If you want to be popular on Instagram, you need to find a variety of things to post about. Look at the pictures that you've taken and find ways to vary those themes, and repackage the same content. Learn what kind of photos are getting the most likes and evolve on them If you like taking food pics, that's great. A theme is good, but if you like hamburgers, nobody wants to look at three pictures of hamburgers a day. You'll lose followers if your feed is repetitive. Instead, take pictures of empty plates, food in process, the outside of restaurants you like, menus that you like. Shake it up. Never re-post the same picture that you've already posted, especially not the same day. If you didn't get as many likes as you wanted the first time, don't put the same picture back up., Instagram is notable for its filter-options that you can use on your pictures. Using them to complement the pictures that you take can help you get more followers and likes. It's good taste. ""#nofilter"" is a popular tag for a reason. If you can find beauty that's real and not artificial, people like that. Think sunsets, or very colorful, high-contrast night scenes. Filters can't make a bad or boring picture good. Experiment with different ones, but make sure the picture is interesting to begin with. Try to upgrade your camera if you can. HD pictures always look a lot better. Willow is said to be the filter that gets the most amount of likes, but experiment for yourself and find out which filters are most effective for your followers., It's possible to combine pictures together to make interesting combinations or even collages that can tell an entertaining story. Take before and after pictures and post them spaced out a little, according to what kinds of photos were included. Take a picture of the burger you're about to eat, with some kind of comment about how you're hungry enough to eat a horse. Half an hour later, take another picture of your empty plate with the caption, ""#winning."", There are a tons of other photo editing apps made specifically to work along with Instagram. You can add additional filters and frames for your pictures, you can add funny visual tricks, and you can split pictures or combine them with other pictures.",491
16894,"Apply light pressure to the site of operation., Apply a cold compress to the area during the first 48 hours., Elevate the affected area., Use heat after two days have passed., Get some rest to help speed up your recovery., Eat foods rich in vitamin K. Vitamin K is a natural coagulant; having a deficiency can lead to thin blood, which can lead to bleeding.Eating foods rich in Vitamin K before and after your surgery can help decrease your chances of bruising.Green leafy vegetables, such as kale, collard greens, turnip greens, and spinach, are high in Vitamin K. You'll also find vitamin k in soybeans, carrot juice, and pumpkin.",How to Prevent Bruising After Plastic Surgery2,"Your doctor should wrap the area when she is done with the surgery. Most likely, she will use a compression garment, hypoallergenic tape, or an elastic bandage around the area. You will need to continue this pressure for a day or two. Doing so will help to stop any bleeding and reduce your chances of bruising.Most doctors will provide you with something to use as compression on yourself post-surgery. Ask your doctor if she will be providing a compression garment or tape or if you will need to buy something appropriate.However, if the bleeding has already stopped under the skin, you do not need to apply pressure to the area, as it will not help., Press an ice pack against the site of operation during the first 48 hours after your surgery. Doing this can help to constrict blood vessels in the area, which will slow down the bleeding process and reduce your chances of bruising. Hold the ice pack against the site for 10 to 20 minutes.Do not apply the ice pack directly against your skin. Wrap it in something, like a washcloth, so that it doesn't make the area too cold. Don't leave it on for more than 15 to 20 minutes., Elevating the spot where you had your surgery done can help to relieve any strain being placed on the site, which can reduce your chances of bruising. It also helps blood not pool in that area. To elevate it, rest the part of your body on a pillow above your heart if possible. If you had surgery on your face, try extra pillows at night to lift up the top half of your body., Once you're two days past your surgery, you should switch to using heat. Heat will increase blood flow to the area, helping to remove blood that has pooled under the skin.Try a washcloth bathed in warm water or a heating pad. However, make sure to put a towel between yourself and the heating pad so that you don't make the site too warm, as you may burn yourself. Don't leave it on for more than 15 to 20 minutes at a time., After your plastic surgery you should try to rest in order to make the healing process go more quickly. Exercise can cause complications that can lead to bruising. Avoid activities that elevate your heart rate and blood pressure for one to two weeks after your surgery, such as cardio workouts.,",420
12985,"Draft the body of your letter., Write a practice letter., Ensure the letter is readable., Proofread your letter.",How to Write to HM Queen Elizabeth II2,"In a polite, formal tone, state your purpose concisely. It is courteous to briefly inform the reader of the general purpose of your letter, follow with a detailed explanation, then finish with a summary or final plea.Be wary of what you write, however. The Queen is a constitutional monarch, so letters to her asking for personal or political support of any kind are ill-advised.A proper tone: ""I wish to inform you of an important occurrence I believe deserves your attention."" An improper tone: ""I demand that my local football association get recognition!"", You may want to write your entire letter and really review how it's structured, analyze its flow, and determine if it conveys the true intention. Once complete, try reading any unclear portion of the practice letter out loud to see if it sounds correct to you. Try sharing your practice letter with a friend or family member. Another set of eyes may find a mistake or provide a better way of presenting your idea. A potential start: I wish to inform you of an important occurrence I believe deserves your attention. An amazing service to our nation has taken place recently, and I believe Your Majesty will bestow recognition upon the very deserving citizen., Legibility can go a long way towards recognizing the letters and words, which makes the sounds and meaning easier to comprehend.Additionally, The Queen is more likely to want to read your letter if the penmanship is crisp. Really put an effort into your penmanship so it appears that you put care into the letter. Follow a few common practices below: Don't use an extravagant or difficult to read font. Avoid overly narrow fonts. Black or blue ink is preferable. Lighter colors may be difficult to read. Use standard punctuation, grammar, and capitalization. Steer clear of practices specific to the web (e.g. All caps for yelling, internet acronyms like ""LOL"", and emoticons)., You need to be positive there are no typos, grammar mistakes, or stylistic issues. Be sure to take time after your initial writing to do the proofreading, because you may miss issues since the original content is fresh in your mind. Read a single line at a time. Try obscuring the following line so your eyes can really focus on potential errors. You can check for errors by reading your letter from the end to the beginning, one word at a time.",415
139082,"Head to Yahoo!, Log into your Yahoo!, Open your address book., Access the Fix Duplicates menu., Choose which contacts to merge., Merge the contacts.",How to Fix Duplicate Contacts on Yahoo!,"website. The first thing you will need to do is open the browser of your choice. Once the browser is open, type in www.yahoo.com in the address bar at the top of the screen, and hit Enter on your keyboard. You will be taken to the Yahoo! home page.;, Mail account. Once you are on the website, you will need to get to your mail. If you notice in the top-left corner of the screen there is “Mail” button located in the purple bar running across the top of the screen. Click on that to continue to the log-in screen. You will now be asked to log in with your Yahoo ID and password. You will see two boxes for this information on the right side of the screen; click on each box, and enter in the appropriate information. When you’ve entered your log-in details, click on the “Sign In” to access your Yahoo! Mail inbox., After logging in, your Yahoo! Mail inbox will load on the screen. You will see on the left top of the screen, below the Yahoo! Mail logo, are five small pictures. The first one is an envelope and your inbox; this will be the default selection. Directly right of the envelope is a small book with a picture of the top half of a person. This is your address book. Click on this to move on., Once on your address book has loaded, you are going to want to get to the Fix Duplicates menu. This is located on the right side of the screen below your number of contacts. The second option down reads “Fix Duplicates”; simply click on it to load a new screen. This new screen will automatically search all your contacts so you do not have to look for the duplicates yourself. When it is done searching, it will list the number of contacts along with the duplicate matches. In order to fix the duplicate, click on the name of the accounts you want to merge or delete., Now a screen will load up, and on the left side, it will list all of the e-mails/contact information that will be merged. Above each name is a check box. If you do not wish to merge the contact(s), you will need to manually click on the check box so that it is blank. Ideally, you want to make sure they are all checked so that your duplicates problem will be fixed.",507
