,headline,title,text,text_word_count
202415,"Gather your materials., Prepare the embroidery hoop for hanging., Prepare the seashells for hanging., Hang the seashells from the embroidery loop., Display your new seashell wind chimes.",How to Create Seashell Wind Chimes,"For this project, you will need 24 shells of relatively uniform size, some string or fishing line, the inner wood hoop from an embroidery hoop, a drill with a small drill bit (1/32 inch or smaller), and a pair of scissors. This guide will present only 1 possible design for seashell wind chimes. You can adjust and augment these plans as desired to create wind chimes that are bigger, smaller, or have a different appearance. If your seashells were gathered from a beach, it is best to clean them before using. Stray sand, grime, and bacteria can be removed using a mild dish soap and water.;, The wooden hoop will be the piece from which all of the seashells hang. You will need to begin by drilling holes into it for passing the string through. Place the hoop on a flat surface and use a pencil to mark out 24 evenly spaced points around its circumference. Do this by marking 4 points at the top, bottom, leftmost, and rightmost areas of the hoop. Then add 4 more points at the midpoints between the first 4. Finally, fill each remaining space in with 2 equally spaced points. Fit your drill with a small drill bit and create 24 holes in the hoop where you marked the points. The holes should be large enough to pass your string or fishing line through., Each seashell will also need a hole drilled in it so that the string can be tied around it. The hole can be placed anywhere on the shell, keeping in mind that the position in which the shell hangs will be dictated by the hole's location. Drill a small hole through each shell using the same size drill bit as before. To help prevent the shell from cracking, you can cover the hole's location with a strip of masking tape before drilling. Remove the tape after making the hole. Cut your string into 24 separate pieces that are about 12 inches (30 cm) long. Tie one end of each piece of string through the hole in each seashell. Cut off any excess string to neaten the appearance., Once all of the shells have been attached to pieces of string, they are ready to hang onto the wooden loop. Begin by tying the first seashell to a hole in the wooden loop using the full 12 inches (30 cm) of string.",541
31892,"Blot dry your hair., Apply hair products while your hair is still wet., Comb your hair to remove tangles., Bend over at the waist to allow your hair to hang down., Tuck your chin into your chest., Choose the right towel., Drape the towel over your hair., Wrap the towel around your hair from back to front., Twist the two sides of the towel around each other with your hair inside., Stand upright and bring the towel twist toward the back of your head., Secure the twist by tucking it under the back of the towel., Re-wrap your hair in a dry towel.",How to Create a Turban With a Towel to Dry Wet Hair,"When you get out of the shower or bath, blot your hair gently with a towel. Your goal is to stop it from dripping but not to dry it completely., Using hair products in wet hair allows them to be distributed more evenly. Add the products before you wrap your hair and they will soak into your locks and boost their effectiveness. You will want to save finishing products such as hair spray until you are ready to style, but you can add others at this stage: Volumizer Detangler Leave-in conditioner Straightening balm Curling Serum, Combing your hair before wrapping it helps prevent damage. Wet hair is the most susceptible to damage, so make sure you comb it gently. Use a wide toothed comb instead of a brush to detangle wet hair. Comb small sections at a time. Comb through tangles gently to avoid tearing your hair., In order to wrap your head in a towel, hang your hair upside down to fit it all in the towel., You will be looking backwards between your legs to let your hair hang upside down. Pull your hair off your shoulders and make sure it is all hanging downward. Note Keep your head down until your towel is secured around your hair., You need a towel that is long enough to cover all of your hair when wrapped, but not so long that it will be too heavy and fall down.The towel should cover your head and still hang past your shoulders when standing upright. If you have hair past your shoulders, you may need a longer towel. Thin towels are better than thick, fluffy towels. Microfiber towels and t-shirts work extremely well to do the turban tie with., While your hair is hanging down, use the towel to cover all of your hair from the back of your head.Place the long edge of the towel at your hairline on the back of your neck. Center the towel on the center of your neck., Fold the towel around your head tucking one side under the other. Keep your hair inside the towel as your wrap it around your head., Continue to twist the towel until it reaches your forehead., The twist should be on top of your head going from your forehead to the back of your head., Place the end of the twisted towel under the turban at the back of your hairline to keep it in place.",485
44456,"Draw pictures of people with various expressions on sturdy pieces of cardboard., Cut a few rectangular pieces of cloth., Have your baby lift the flap., Keep playing the game., Encourage your baby to play.",How to Play Peekaboo2,"These will be your peekaboo faces. Make your pictures with happy faces, sad faces,grumpy faces and and any other expression you can think of.At this point in your baby’s development, it’s starting to differentiate between identities. The baby is gaining a sense of identity and learning to compare its own identity to others. Seeing faces with different emotions will introduce your baby to social cues so he’ll be able to better understand how people feel., Make sure the pieces of cloth are long enough to completely cover the faces that you have drawn. Glue the pieces of cloth above the faces on the cardboard. There should be a flap of cloth that can be lifted to reveal the face. Give the glue a little bit of time to dry before showing it to your baby., Choose one of your cards and show it to your baby. Have your baby lift the flap to reveal the face. When it does, say, “peekaboo!” Your baby will be excited to see what new faces are on different cards. Your baby is beginning to understand the concept of object permanence. Creating an interactive game of peekaboo encourages the baby to explore its surroundings for hidden surprises.The baby is learning to do research to find answers. It deduces that to see the funny picture, it will have to do the work of lifting the flap. You may have to show the baby how to lift the flap a few times before it understands what to do., Your baby will likely want to play the game over and over again. Your baby will be excited to lift the flap and discover the face underneath every time. Searching for the picture and finding it will give your baby a sense of accomplishment. They’ll feel like they solved the riddle and were rewarded with the picture.Pop-up books are popular with children for the same reason peekaboo is. You can make new cards periodically to keep the game fresh., As your baby gets older, it will become more interactive with peekaboo. Try covering your baby's face with a light cloth or towel and say, ""Where's baby?"" Pull the blanket away and say, ""Boo!"" Keep doing this until your baby begins to tug away the blanket in anticipation.At first, your baby may just wiggle or squirm under the cloth.",414
73166,"Weigh yourself first thing in the morning, every morning., Maintain a regular exercise routine., Add strength training to your workout regime., Overhaul your snack options., Get a weight-loss buddy., Consider trying to lose the weight slowly.",How to Lose 7 Pounds in 7 Days3,"This is the most accurate time to get your weight, before food and water have artificially upped it. Step on the scale in your underwear and make a note of your current weight. Keeping a small journal of your weight fluctuations is proven to keep you on track with your weight-loss goals., It doesn't have to be the same routine that you used to burn the weight, but you need to do something. People who have gained significant weight and spent months not exercising have slower metabolisms, and will have to work harder than someone who was never overweight to keep the weight off. While this is not a fun reality to face, knowing this fact is important to prevent regaining your 7 lbs.Walk 2-3 miles a day, 4-5 days a week. Sign up for a yoga, aerobic, or spinning class to ensure an hour of exercise 1-2 times a week. Aim to work out 4-5 times a week, not 1-2 for a long period of time. Regular exercise is better for your metabolism than occasional long runs., Muscle building, through weight lifting and strength training, is essential for a fully functioning metabolism that keeps the weight from coming back. You should build muscle 2-3 times a week, work on push-ups, sit-ups, dips, and planks, all exercises you can do at home.If you can, get a gym membership so you can work on muscle building every week., Keeping chips and soda in the house, even if you tell yourself they are ""just as an occasional treat,"" means that you will eventually eat them. But if you cut the temptation before the chips even enter the house you will be much more successful at dieting. Just don't buy junk food, and don't keep it in the cabinets. You'll be surprised how little temptation you have when there is nothing around to tempt you. Go to the grocery store with a list and stick to it. You can plan your meals more effectively from home and ensure that you only buy healthy options., Have someone else around to keep you honest, go to the gym with you, and come up with good, low-calorie recipes. Building a social support system is important for keeping your new lifestyle permanent. Surround yourself with good influences, such as other people who want to eat healthy and make exercise a part of their daily life, and you'll keep the weight off naturally., Making a rapid diet switch in an attempt to lose weight quickly often leads to ""rebound weight.""",528
172129,"Choose a Debt Management Program carefully., Make sure you can make the negotiated monthly payment., Get the DMP plan in writing., Make your regular payments to creditors until they have accepted the DMP proposal., Make sure your creditors have approved the program proposal before paying your first monthly payment to the credit counseling agency., Keep up with your other bills., Make sure your payments will get to your creditors on time., Make your payments on time each month., Verify that your payments have been received., Check your credit card and loan statements to make sure they reflect the terms of the DMP agreement., Keep copies of your statements from your creditors and from the DMP., Check your credit report once a year., Avoid incurring any more debt or applying for new loans., Develop a healthy relationship with money.",How to Make a Debt Management Program Work for You,"The credit counseling and debt management industry is, unfortunately, infested with companies that are all too willing to take advantage of people who are already in money trouble. Choose the wrong program, and you could quickly end up in worse shape than before. Seek real credit counseling before enrolling in a DMP, and carefully consider other options, such as negotiating with creditors yourself. If you do decide that a DMP is right for you, make sure you go through a reputable agency.;, If you don't think you can make the payments, seek other options. It won't do you any good to enroll in a program only to default on your payments., Don't rely on a credit counseling agency's verbal promises. Make sure you get a contract specifying the monthly payments, fees, and length of time necessary until the debts are paid off., You're probably having trouble making your payments, but at least call your creditors to let them know that you're enrolling in a DMP, and try to pay as much as you can. They'll likely be willing to work with you, but communication is essential. Don't stop paying your creditors directly until you are certain the DMP has been approved., Don't rely on an agency's assurances that the plan has been approved. Call each of your creditors to make sure they have approved the plan, and verify the terms specified on the DMP contract., A DMP typically includes only unsecured debts--credit cards and personal loans, for example--and not mortgages, car payments, or late tax bills. Make sure you understand exactly which debts are being paid by your monthly payments to the DMP, and be sure to keep up with your other bills., If the DMP isn't set up to match the billing cycles on your debts, your payments may be late (and you may incur additional fees) even if you get your payment to the DMP in time. Find out when your DMP will disburse payments to creditors (there is often a lag of a week or more), and verify that your payments will reach your creditors by the due dates., In order for a DMP to be successful, you must make regular payments, and you must make them on time. In fact, given that DMP agencies sometimes take a bit more time than expected to disburse money to creditors, it's a good idea to get your payments in early.",823
10253,"Include your address., Add the date., Place your recipient’s address on the left hand side., Decide if “Dear” is appropriate for your purposes., Think about how to address your recipient., Set a pleasant tone., State your purpose.",How to Start a Letter2,"Your full mailing address should appear at the top of your letter. Do not include your name before the address, but you may include an email address and/or a phone number below the mailing address if desired.You may place the address on the right or on the left., After you have written your address and any other contact info that you wish to include, skip a line and include the date. Write out the date in full to include the month, day, and year.For example, “April 22, 2016.”, Your recipient’s name along with his or her full address should go on the left side of your paper for business letters. Place the address after the date with one space dividing the two.Skip a line after your address as well. Your salutation (""Dear ___,"" or “To whom it may concern,”) goes on the next line., Starting off letters with “Dear” is standard, but it might not always seem appropriate. For example, “Dear” might seem too personal for a complaint letter or for a business correspondence.Think about who you are writing to and whether or not using “Dear” suits your purposes. If you are hoping to get to know the recipient better, such as by teaming up on a project, then “Dear” is probably appropriate.If including “Dear” makes you uncomfortable, then you can always leave off the “Dear” and just open the letter with the recipient’s title and name. For example, you could simply open with “Mr. Parker,” and then follow with your opening line. “To Whom it May Concern” is another alternative, but this is even more distant and businesslike than leaving off “Dear.” Only use this opening phrase if you do not know the name of your recipient., Before you write your recipient’s name on the letter, take a moment to determine the best way to address him or her. In most cases, business letter should address recipients in a more formal manner, such as by using any titles the person holds. You can also consider how the person has addressed you in letters and your relationship with the person. Consider the person’s title and position. If the person you are writing to has a special title or position, then you should include this in your Salutation. For example, if the person is a doctor, then you might begin your letter with “Dear Dr. Jones.”",801
38685,"Be aware that certain food items are called by American names: ""French fries"" (or simply ""fries"") are sliced and fried potatoes., Learn the different terms for parts of a building: The ""first floor"" is the ground floor., Study these terms for when you are on the move: The ""trunk"" is the boot of the car., Avoid embarrassment by understanding these differences: ""Bathroom,"" ""restroom"" or ""washroom"" are used for the toilet, although ""washroom"" is not common., Remember when throwing something away that: ""Garbage"" or ""trash"" is rubbish., Use these terms when talking about clothing: ""Pants"" are trousers., Finally, study these terms which can cause confusion: A ""baby stroller"" or ""baby buggy"" is a pram (""Baby stroller"" or simply ""stroller"" is most common).",How to Understand American Terms,"""Chips"" are crisps. A ""cookie"" is a biscuit. A ""biscuit"" is a small piece of soft bread.;, The ""second floor"" is the first floor. An ""elevator"" is a lift. ""Apartment"" is the general word for a flat., The ""hood"" is the bonnet. A ""traffic circle"" is a roundabout. Some Americans may use ""roundabout"" as well. In the Northeast it's sometimes called a ""rotary"". The colours of traffic lights are red, green and yellow (not amber). An ""Amber alert"" is an announcement over radio, TV, and electronic highway signs that inform the public that a child has just been reported missing (along with any relevant details, such as a physical description of the child and the make and color of the car they were last seen in). A ""truck"" is a lorry. A ""sidewalk"" is the pavement. ""Pavement"" commonly refers to the street. ""Gasoline"" or ""gas"" is petrol. ""Airplane"" is used instead of aeroplane., One doesn't talk about going to the toilet or going to use the toilet. That is considered a little strange or ""TMI"" (too much information). ""Bathroom"" is most common; ""restroom"" is reserved for polite company, people you don't know that well, when out at a restaurant, etc.'Going to the bathroom' is the most common. Children are asked if they need to ""use the potty"" or if they need to ""go potty"" (not common after age eight or so). ""Restroom"" is always used in public places. A ""bathroom"" usually means there's also a tub, but it can refer to a public toilet. ""Washroom"" can refer to either. An ""eraser"" is a rubber. Most Americans think of a rubber as a condom, so this is an important one. Most Americans say ""condom,"" so if someone says ""rubber,"" it may be a reference to a condom. Sometimes it can refer to rubber footwear worn over shoes as protection in wet weather. It may simply be best to confine your use of the word to the elastic substance grown on trees., ""Garbage"" often means kitchen waste, while ""trash"" may refer to paper or other general waste. ""Garbage"" goes in the ""trash can"" or ""garbage can."" In either case, it is acceptable to omit the ""can"" (just put it ""in the trash""). Occasionally the trash can is referred to as a/the ""circular file,"" especially in a humorous sense. People sometimes refer to throwing something out as having ""eighty-sixed"" it.",774
33955,"Select comfortable tops., Get the right bra size., Pick the right jacket., Choose comfortable pants., Get a form-fitting dress., Wear flattering swimwear., Get the right shoes.",How to Buy Clothes That Fit2,"Whether you are wearing a t-shirt or a long-sleeved shirt, the top should fit well enough that it isn’t loose but still permits you to move freely. The shoulder seams should fall right on the edge of your shoulder to achieve a natural look. The hem should rest on the middle of your hip for the same reason. If there are sleeves, they should end on your wrists, not your palms.For button-down shirts, the fabric of both sides should meet between the buttons without leaving gaps., Most people have no idea that over 80% of women wear the wrong bra size. The right bra should feel natural, resting flat on your chest and back. It shouldn’t appear wrinkled on you, make you feel squeezed, or cut into your skin. If yours has adjustable straps, use these before deciding your bra isn't the right size.Don’t be afraid of getting measured in a store. Be patient with the clerk as you get fitted., A good jacket or blazer should allow you to move in it. The seams will fall on the edge of your shoulders without making the fabric feel tight against you. An ideal sleeve length is when the fabric reaches the end of the wrist, but this can be adjusted according to personal preference.Buttoning is optional, but it is better to choose a jacket that still feels right after buttoning up in case you want a more formal look., Good pants allow you to move in them. You should be able to slip two fingers between yourself and the waistband, also including a little extra room to compensate for daily changes in body size. The fabric should look smooth on your legs, neither billowing nor wrinkling. The hem should make it down to your heels and rest an inch off the floor.Avoid pants that create a “muffin top,” skin bulging out the top around the waist. This is evidence the pants don’t fit. Pockets typically don’t keep an ideal shape when you sit. If this is a problem, have a tailor remove them. Take time finding jeans that fit your particular body shape and keep in mind that the heat from a mechanical dryer damages the elasticity, so choose a bigger size or washing method. Skirts follow the same guidelines, except the hem typically ends right above the knees or right below the ankles.",653
70858,"Start with primer., Use cream foundation., Apply powder., Draw on your eyebrows., Add girlish eyeshadow., Finish your eyes., Apply blush., Add lipstick.",How to Look Innocent and a Little Girly1,"If you want to do a girlish, innocent look, you can emulate the appearance of a childlike porcelain doll, which will read as girly to many. To start, apply primer, which you can find at most makeup stores or drug stores. Primer will give your face a pale undertone, much like a young girl's.To start, spread one thin layer of primer over your full face. Then, massage it into your face with your fingertips. Wash your hands beforehand to avoid getting bacteria on your face.From here, wait for the primer to dry. This should take a few minutes. Then, apply a second layer in strategic portions of your face to bring out certain features. Apply a dot of primer on the middle of your forehead, on both cheeks, and on the tip of your nose. Again, massage it in with your fingertips.;, From here, you can add a cream-based foundation. Choose a shade slightly lighter than your regular skin tone, as you're trying to create a girlish appearance. For best effects, apply your first layer using a foundation brush. If you do not have a foundation brush, simply apply using your fingertips. Apply all over your face.For best effects, use a circular motion with your fingers or brush as you apply. Apply some makeup to your neck. This will make the makeup look slightly less jarring, as it's somewhat lighter than your regular skin., Once you've applied the cream, you can move on to a powder-based foundation. Once again, choose a shade that's somewhat lighter than your regular skin. You should use a brush or a sponge to apply powder.Use a soft dabbing motion as you apply the foundation, covering most of your face. You should also apply some foundation on your neck., If you want to have a girly, innocent look, you'll need to draw on your eyebrows. If your eyebrows are particularly thick, consider plucking them first so they're thin and have a slightly rounded arch. Use a brow pencil in a darker shade, like brown or black. Draw a line from the bottom corner of your eyebrow straight across to the other side.From here, draw a straight line through your inner eyebrow. Start drawing at the top arch of your eyebrow.Repeat with the other eyebrow., Once you're done with your eyebrows, apply some eyeshadow.",649
35918,"Write your story., Analyze your story., Decide what your analysis means., Remember that it takes time.",How to Analyze Yourself3,"Writing your life’s story can tell you a lot about who you are as well as how you view your life’s challenges, joys, opportunities, and struggles. Writing out your personal story can give you insight into what you have learned through your experiences and how those experiences have affected you.In this way, you can analyze how your experiences helped shape who you are, which encompasses your values, attitudes, beliefs, biases, reactions, and the way you interact with your world., Once you’ve written the story of your life, analyze yourself by asking the following questions: What are the themes that are present in your story? Are you always being saved or are you the person who saves others? Does your story have a theme of helplessness or ability? Is your story a love story, a comedy, a drama, or something else? If you titled your story, what would the title be? Divide your story into chapters. Why are the chapters divided where they are? What changed? What did you learn? What are the titles of your chapters? Did you label yourself in your story? Did you label others? What do those labels mean to you and what do they say about how you see yourself, others, and the world? What kinds of words do you use to describe yourself, others, and the world? What do these descriptive words tell you about your story and how you lived it?, Once you write your story, you need to decide what it means. The interesting thing about writing your own story for analysis, which is called narrative therapy, is that is shows you what you think is important or crucial to your existence. It showcases those moments in your life that you feel are important or worth note. It also shows you how you view yourself and the trajectory of your life so far. For example, if you write your life as a drama, you may feel that your life is more dramatic and intense. If you wrote it as a comedy, you may think your life has been fun and upbeat to this point. If you wrote your life as a love story, maybe you are a hopeless romantic who either has great love or is hoping for one in the future., Even when you have followed all of these steps, you need to realize that it can take time.",437
214499,"Put on battle dress uniform., Wear a high visibility vest over the uniform., Take signaling tools., Wear head wear as applicable., Protect yourself., Take communication tools with you., Park an incoming aircraft., Guide an outgoing aircraft., Use the standard hand signals, accentuated by the wands or flashlights, to direct the pilot.",How to Marshall a Jet,"Use jackets or gloves if working in cold weather. Battle dress uniform shirts may be removed if working under hot conditions. If battle dress uniform shirts are removed, they must be placed so that they will not be blown back onto the flight line., This vest must be international orange in color. In reduced visibility operations, this vest must have reflective material on it., For daylight operations, use high visibility wands. For nighttime operations, use flashlights with visibility cones attached., Headgear may be worn to protect against cold or rain. Any headgear must be secured on the head of the marshaller. Headgear may not be worn when turbine powered engines are on the flight line., Use ANSI approved hearing protection. Also use OSHA and ANSI approved eye protection. Use sunscreen of at least SPF 15 when working under bright sunlight., A radio will be supplied by the flight line supervisor. The flight line supervisor will brief you on call signs and operation of the radio., Stand at the spot that has been designated for the jet. Do not try to go out and meet the jet. The jet will be brought to you or move to you., Stay in front of the jet and in view of the pilot at all times., Indicate yes, I will comply. Raise your right arm. Signify no, not clear or I will not comply. Extend your right arm out and down. Show come this way. Raise both hands above your head Pass control of the jet to another marshaller. Point across your waist left or right towards the next marshaller. Tell the pilot to slow down. Move both arms up and down repeatedly while keeping your arms down and slightly away from your body. Direct the pilot to turn left. Keep your right arm down and slightly away from your body. Motion to the pilot's left with your left hand above your left shoulder. Indicate to the pilot to turn right. Keep your left arm down and slightly away from your body. Motion to the pilot's right with your right hand above your right shoulder. Ask the pilot to move ahead. Raise both arms to shoulder height and move both hands repeatedly upward and backwards. Order the pilot to apply the brakes. Hold both arms up. Slowly move your hands towards each other. Bring the hands together and hold them there to indicate a stop.",612
94822,"Try to fall back asleep for about 30 minutes or more., Read in bed., Stretch., Write a short story., Go on the internet., Watch TV or a DVD., Play games., Clean your room., Do homework., Make last minute Christmas gifts for family members or the pets., Watch a movie., Get ready for your big day!, Make yourself a festive holiday breakfast., Check the food you left out for Santa Claus and his reindeer., Look for your stocking., Wake up any siblings and have some fun with them as you wait to open your presents!",How to Wait on Christmas Morning to Open Presents,"Think about something calming and just breathe in and out slowly. Avoid thinking about presents or anything that reminds you of them because it will make you more anxious to open them. To help you try to sleep again, focus your mind on a non-Christmas related, somewhat unusual topic, or just simply relax your body. If you are genuinely too excited to sleep, read on. ;, Attempt to read a slightly difficult book to read. If you read a difficult or boring book, there may be a chance of going back to bed. Also, reading in bed instead of a couch will help out, because you will be in a more comfortable position to fall asleep. If you cannot fall asleep with this method, just grab an interesting book that you can get stuck into and read for a while., You can just sit in bed doing head rolls and even yoga positions for fun. They will relax the body and make you less anxious and tense., Thinking about the story line will definitely pass the time. Try not to associate anything about Christmas into the story, making you, once again, more anxious. You can also draw. On the other hand, maybe it's a good idea to set your mind on writing a short story (or even a novel) with a Christmas theme to it. Be sure to write out the blurb, who its written by, and include the illustrations and front cover., If you have a laptop in your room, surf the web for a bit. You might get pre-occupied with what you're doing and may lose track of time. Just avoid looking at your computer's clock (if it's on your taskbar). Even better, you can take the clock off your taskbar so you don't have a clock to look at., Preferably choose something interesting. Try to avoid stations with Christmas movie marathons, because this will obviously make you think of Christmas. If you are allowed to use on-demand, rent a movie or two. Preferably something you wanted to see when it came out in theaters, or an action movie., Put on your headphones, turn on a game console and play on it for a lengthy amount of time. If you're waiting for a new game that leads on from an existing game, play that game to ensure you've completed all levels and tasks on it, or just to remind yourself of how fun the game is.",630
69104,"Show sympathy., Offer to help., Say something positive about the child., Get the child’s attention., Smile., Intervene early., Protect your own safety.",How to Stop a Child Abuser in Public1,"The easiest way to stop the abuse is to divert the abuser’s attention away from the child. You can show sympathy in a way that doesn’t insult either the parent or child. For example, think of saying the following:“Children are exhausting, aren’t they?” “You seem like you have your hands full.” ""You probably didn't expect he'd have so much energy, right?"" ""It's a difficult age. I remember when my daughter was that age."" “My son used to act that way all the time, too.”;, The abuser might be stretched to their breaking point. You can defuse the situation by asking the person if they need help. Remember to keep your voice calm. Avoid pointing or raising your voice. For example, you could say, “Would you like me to watch him for a few minutes?” If the child is misbehaving because they want to look at something, offer to get the object for the child. Say, “I hate how the store puts the candy so far away. Do you want to look at anything in particular?”, Another strategy is to say something nice about the child. This can improve the abuser’s mood, especially if they are a parent. Think of something positive about the child. For example, you can say the following:“She has pretty eyes.” “I love the outfit he has on.” “He speaks well for his age.” ""I miss when my daughter's hair was that curly."" ""She's adorable. What's her name?"", If the child is misbehaving, you can try to get them to stop by including them in the conversation.Think of something positive you can say to the child, such as the following: “You look just like my son.” “I like the ribbon in your hair. Did your Mom put that in?” “You have beautiful eyes. Has anyone ever told you that?” ""I bet you have a lovely smile. Can you show me?"", You want to appear friendly and non-threatening. Smile warmly as you speak to the parent and child. Don’t let your face show horror or shock that the parent is hitting or otherwise abusing the child. If the parent snarls back in response, maintain your smile. Avoid showing negative body language.Our body language speaks volumes about what we really think. Sit or stand comfortably and face the parent as you speak to them. Keep smiling even if the parent says, ""Mind your own business.""",536
153453,"Don't pick up a dachshund by his upper body., Never drop the dachshund back onto the ground., Never make a dachshund bend or twist when you pick him up., Don't ignore any signs of distress from the dog., Show family and friends how to hold dachshunds properly before letting them play.",How to Hold a Dachshund Properly2,"Many are accustomed to picking up dogs as if they were human babies by putting one hand under each of the dog's ""armpits."" However, this is unsafe for dachshunds. This puts an unnatural stress on the dog's back — the spine simply isn't built to support his long body without any other support.In general, you will want to avoid any sort of hold that supports only half of the dog's body length. This is true even if the dog is already standing on one set of legs — like, for instance, if he is propping himself up on his hind legs while looking over the top of a sofa. In this case, you'll want to lean down so that you can support his rump before picking him up., As noted above, dogs should be set down gently, not dropped. A dachshund's legs are very short compared to other dog breeds'. This means that they can't bend very far to absorb the shock of hitting the ground, which puts most of the impact stress on the leg joints and back. Getting rid of the dog's ""fall"" eliminates this danger.Don't trust your dog's body language here. Dachshunds don't know that their skeleton can't support falls, so they may be perfectly willing to jump out of your hands. Even if this doesn't cause them immediate pain, it can lead to painful problems if continued in the long-term., Dachshunds' long, slender spines are especially vulnerable to injury, which is why it's so important to keep their bodies straight when you pick them up. You will definitely want to avoid any activities that put a twist or bend in the dog's back, as this increases the stress on it and can contribute to conditions like slipped discs. For example, one way you might accidentally do this is by scooping the dachshund up suddenly when he doesn't expect it. If you startle your dog, he may wriggle or twist out of one of your hands, putting an unnatural bend in his spine as he hangs. Make sure your dog is calm and aware of you before you attempt to pick him up., Dachshunds, like all dogs, are generally pretty smart about letting you know when they are in pain. If your dog looks or sounds uncomfortable when you pick him up, he probably is, so set him back down and re-evaluate the way you're holding him before you try again.",575
6307,"Get a job., Stay after school to finish assignments., Become involved with an extracurricular activity., Hang out with your friends., Start dating somebody., Stay out of trouble.",How to Make Your Parents Leave You Alone2,"Becoming employed can show your parents that you want to be more independent. Most parents think working instills a variety of positive traits like developing work ethic and strengthening your independence.Working will also give you time away from your parents. Getting a job shows your parents that you care about your future and might alleviate some of their concerns with your well-being. There are various ways you can prepare yourself for getting the job that is right for you., Parents, in general, are usually concerned with your school work and your educational future. Finishing your assignments on time and staying up-to-date with your studies will prove that you are responsible and need less direction from your parents. If you are struggling in school then arrange for a tutoring service provided by your teacher or school. This will both lessen your time with your parents and show them that you don't need them to bother you about school work. If you are making good grades be sure to tell your parents., Staying after-school can only occupy so much time. Inquire with your school about the various extracurricular programs you can become involved with. Occupying your time away from your home life could create the necessary space you need from your parents. If you're unsure about what programs your school has to offer, then ask your favorite teacher or councilor., Friends' homes can be your safe-haven while your parents are bothering you. Plan activities with your friends that will get you out of the house like: Going to the arcade Going bowling Going to see a movie Playing laser tag A group of your friends are having a sleepover. Their parents invited you on a weekend camping or beach trip. Their parents invited you over for dinner., Dating can teach you about establishing a healthy and stable relationship that can extend into strengthening your relationship with your parents.Entering into a relationship occupies your time and lots of parents will understand that this space is necessary. It might not be easy for you to rush into a relationship. If there is somebody in mind then try asking them out for coffee or to go see a movie. Rushing into a relationship for the wrong reasons could cause serious problems between the other person and yourself. Only follow this step if it feels natural for you to spend time with this person.",522
190608,"Check if your bank offers online deposit., Enroll in the program., Locate a scanner., Endorse your check., Pick the correct account., Pick a scanner., Scan the check., Add the amount., Click submit., Void and destroy the check.",How to Deposit a Check Online2,"Most national banks offer this feature, though some local banks do not. You should be able to find information about this feature on your bank's website.Some financial institutions only offer remote check deposit capture to clients with business checking accounts or accounts with high minimum required balances. Be sure to check what your bank requires. Other banks may require that you pass certain credit checks before being able to use this feature., Your bank may require you to enroll in the online depositing program. This step is required usually if your bank wants you to pass a credit check first., Generally, it's safer to use a scanner in your own home, but you can also use a scanner at a library or at work. Basically, you need to be able to scan the check into your computer. The bank will use this scan to read the check, so it must be clear., Most banks require that you at least sign the back of the check to endorse it. Sign on the back of the check in the endorsement area.Others require you to add the account number for the account you want to deposit the check into. You also write this number on the back of the check in the designated endorsement area. You may also need to add your member number, depending on the bank. For instance, Digital Federal Credit Union requires a member number., Go online to your bank's website. Log into your account. Find the deposit online portion of the website, which is usually under the account tools. Pick the account you want to deposit the check to, which you will likely find in a drop-down menu., Most banks will ask you to pick a scanner. Usually, you will only have one scanner hooked up to your computer, so this choice shouldn't be difficult. If you have more than one, make sure you are picking the correct scanner and that it is turned on. You can find the name on the front or top of the scanner., Use your scanner to scan the front and back of the check. Normally, the bank's software will initiate the scan as you click through the process.Some banks may require the checks to be perfectly square on the scanner, so you may need to adjust or re-take the scan according to your bank's guidelines.",649
155388,"Find a quiet, private spot for meditation., Sit comfortably., Set a timer., Allow your eyelids to relax., Direct your attention to the focus of concentration., Set aside distracting thoughts., Choose to stand for meditation., Choose to sit for meditation., Arrange your hands., Choose an object for your concentration meditation., Light a candle., Read a short passage from a sacred text., Choose the breath.",How to Do Concentration Meditation,"Ideally, your meditation should be in a space free of pets, distracting noises or other people. Some people choose to set aside a corner of a room in their homes for the sole purpose of meditation. Others prefer to sit outside, weather permitting.Sitting in the same spot might help increase your ability to concentrate. Your body will start to associate this area with meditation, and nothing else. Many people find that morning meditation helps them start their day. Others prefer to meditate at the end of the day. An office that's private offers an opportunity to meditate during the workday.;, Your body should not experience discomfort during meditation. The goal is to be comfortable in your body while allowing your attention to be focused completely on the object of concentration.Wear loose, comfortable clothing that doesn't pinch or cut off circulation. Clothing that gathers behind the knees when you sit is not recommended. Concentration meditation is typically practiced either sitting or standing, but may be practiced lying down if necessary., Because you'll need to train both your body and your mind to meditation, start with short sessions, 5-10 minutes in length. You can repeat these short sessions throughout the day.Use a timer rather than a clock so that you won't have the distraction of checking to see how much time you have left. If you are sleepy, it may also keep you from falling asleep for longer than the time you've allotted. Gradually work you way up to longer intervals of time. After several weeks of 10-minute meditation, for example, increase the time by 5 minutes, then 10 minutes. There are many meditation timer apps available to help you, or you can use an ordinary kitchen timer. It doesn't matter what you use to set the time, so long as you let go of the need to attend to it., You may choose to close your eyes, or to keep them partially open without being entirely focused. If visually focusing on an object of concentration, make sure your eyes are entirely relaxed.Never strain your eyes or hold tension in your eyes. This includes your eyelids, the small muscles around the eyes, and the muscles which move the eyes. You may hold your lips in a slight smile, lips closed., Many people chose to focus on the breath. Do not force your attention, or become frustrated with yourself when distracted.",1463
