doc_id,document,summary,document_word_count
36606833,"Instead, Chopra has spent most of this year in the US, shooting for her debut Hollywood movie - the Baywatch reboot - opposite Dwayne'The Rock' Johnson and Zac Efron. She has starred in more than 50 Indian films since being crowned Miss World in 2000. After a short stint as a Universal Music Group recording artist, Chopra found wide fame in America when she signed a talent holding deal with ABC Studios, leading to her television debut in Quantico. The crime thriller has been renewed for a second season and bagged Chopra the Favourite Actress in a New TV Series gong at this year's People's Choice Awards. But despite her success, Chopra says she wouldn't describe herself as ""a Hollywood star"" just yet. ""I'm still very new, I'm not even a year old in America,"" she told the BBC. ""I may be on the cover of Time [Magazine] because of 100 most influential, People's Choice Awards, Teen Choice Awards but I think there is such a long way to go."" Chopra now hopes that she can use her wider profile to make Indian Cinema more accessible in the west. ""To convince another part of the world that Bollywood is not just jokers who break in to song and dance was very difficult. I'm literally ploughing the ground and making people understand that Indian actors are not a joke."" Her time in America has also made her appreciate the campaigning of performers such as Amitabh Bachchan and Shabana Azmi who want to denounce the use of the term Bollywood. ""People think we're a spoof of Hollywood and we're not. We're one of the most prolific film industries in the world. We speak Hindi which is spoken in one country, but 40% of our business comes from outside of India."" In the last five years, Chopra has been at her most experimental in terms of Bollywood roles. She's played an autistic girl, a boxer and a policewoman; all ground breaking female characters. ""We want our brains to be stimulated, we want to be entertained, otherwise we'll not watch it. So now content is king, content is most important because now Indian films are also competing with content from around the world."" Although Chopra says she has only just begun in the States, she's certainly on the right path to stardom. In the Baywatch reboot, she plays the antagonist - and she loves the role.","Priyanka Chopra is tipped to pick up the Best Supporting Actress gong at this weekend's International Indian Film Academy (IIFA) Awards, but she currently hasn't signed any more Hindi films.",767
40545300,"Media playback is not supported on this device From 214-5 overnight, the Proteas were bowled out for 361, with Quinton de Kock making 51 and Vernon Philander 52. Off-spinner Moeen Ali took two wickets to end with 4-49, while left-arm spinner Liam Dawson claimed 2-67. England's first-innings lead was 97, Alastair Cook then compiling 59 not out to leave the home side finished on 119-1, giving them a lead of 216. It seems likely that England will be able to declare on Sunday, setting up the push for a first Test victory at Lord's in four attempts. They will be aided by a surface showing increasing turn - the efforts of Moeen and Dawson make this only the second time since 1969 that England have taken six wickets with spin in the first innings of a Test on this ground. Media playback is not supported on this device Moeen registered both his 2,000th run and 100th wicket in Test cricket on the second day and once again impressed with the ball on a sun-kissed Saturday. Overlooked at the beginning of the day, he arrived to snare the important wicket of Temba Bavuma for 59, finding extra bounce to take an edge that was held at slip. From 248-7, more than 200 behind, South Africa still had hopes of getting towards parity when De Kock blazed his way to a 36-ball half-century, the second fastest in a Lord's Test. But he was well held at short cover off James Anderson by Ben Stokes and it was left to Philander, who suffered a painful blow on the hand off Anderson, to grit South Africa past 350. Philander was the last to fall, bowled after a charge down the track to seal Moeen's best figures in a home Test in almost three years. Media playback is not supported on this device In his first Test since giving up the captaincy, Cook gradually extended England's lead on a stodgy evening where the scoring rate failed to reach two and a half runs per over. Without the injured Philander, whose right hand is swollen but not broken, South Africa persevered. Cook twice survived reviews for leg before and a difficult leg-side stumping chance. Driving the spinners and angling the pace bowlers through third man, he shared an opening stand of 80 with Keaton Jennings, whose patience was finally broken with a waft at Morne Morkel that resulted in an edge behind.",England took a firm grip on the first Test against South Africa on day three at Lord's.,1052
21817127,"Wales beat England 30-3 in a record victory in Cardiff to win their fourth Six Nations title in nine years at the Millennium Stadium. The open-side flanker had a hand in Wales' second try by wing Alex Cuthbert to deny England a Grand Slam. ""It's a bit unreal, really. It's a dream,"" said Tipuric. ""I never thought that we would play so well in front of a great crowd. The boys were outstanding and everyone worked so hard for each other."" We know what we can do and we have been talking about it all week and we have been ready since Monday. Wing Cuthbert grabbed two second-half tries for Wales to record his nation's fourth straight victory in this season's tournament after their 30-22 defeat by Ireland in their Six Nations opener. Wales only had to win by eight points to win the title but they put England to the sword in emphatic fashion with a 27-point margin over a side looking for their first Grand Slam since 2003. In the process they retained their Six Nations title despite not winning the Grand Slam. England would have won the title if they had kept their margin of defeat to six points but they had no answer to Wales' pace and power. Osprey Tipuric wore the number seven jersey for the first time to start alongside 2012 Grand Slam-winning captain Sam Warburton, who switched to the blindside flanker role, against the English. It proved to be a masterstroke by interim head coach Rob Howley when his dynamic duo combined in blistering fashion for Cuthbert's second try which finally broke English hearts in the Welsh capital. ""The boys were outstanding and everyone worked so hard for each other,"" said Tipuric. ""We know what we can do and we have been talking about it all week and we have been ready since Monday. Media playback is not supported on this device ""We were ready to play Tuesday and to turn up Saturday and deliver such a great performance - we are chuffed to bits. ""We had a lot of bad media but it gave us a kick up the backside and we stayed tight and we just worked so hard in training."" Cuthbert's two tries sealed a famous victory for the Welsh and the Cardiff Blues wing took his international try tally to nine.","Man of the match Justin Tipuric says Wales' record win over England to win the Six Nations title in Cardiff was ""a dream"".",492
27825255,"He says we will be doing a number of simulated bombing runs around what he calls ""the island"". He makes it sound like a short training flight over a remote abandoned outcrop of rock somewhere in the North Sea. But the island he is referring to is in fact Britain. It is the first time the B-52s have returned to their European ""home"" for more than a decade. RAF Fairford in Gloucestershire is one of the long-range bombers' forward operating bases - alongside the more exotic islands of Guam and Diego Garcia. The last time they were in Europe was in 2003 - the year America launched ""shock and awe"" on Iraq. Now their arrival is more about flexing America's military muscle. But it is seen as significant given Russia's recent intervention in Ukraine. Col Leyland Bohannon of the US Air Force says the timing is ""interesting"" while insisting it is ""not connected"". But he adds wherever you fly a nuclear capable bomber ""it does send a message"". The B-52 is a warrior of the Cold War. But it is still a symbol of American power. The one we are flying in was built in 1961. It has since undergone numerous upgrades. And while the B-52 was once used to conduct ""carpet bombing"" now it is more likely to carry cruise missiles and Laser Guided Bombs. It is also capable of delivering nuclear weapons - these days ones fitted to cruise missiles that can be fired well away from its target. But in the cockpit you can still see the shutters fitted to protect the aircrew from the intense blast of a nuclear explosion. It's areminder of the B-52's history as an offensive weapon of last resort, as well as its appearance in the film Dr Strangelove. There is another, more light-hearted, reminder of the famous Stanley Kubrick satire in a safety briefing given just before our flight. It shows a still from the film under explanations of how to exit the aircraft in an emergency. But for this visit there are no real bombs to drop, yet alone ride. It has been announced that the three B-52s and their more modern stealth cousin, the B-2, will not be carrying any live weapons while in the UK. Despite its hulky appearance, life on board for the crew is cramped. Beyond the cockpit it is more like a submarine than an aeroplane with red lights and screens the only illumination.","Before our marathon eight-hour flight, Capt Thomas Hyde, the commanding officer of one of the B-52 bombers, briefly describes the mission.",772
40345280,"Of 27 bills, eight relate to Brexit and its impact on immigration, trade and sectors such as fisheries and farming. Prime Minister Theresa May urged MPs to ""seize this moment of national change"" to unite and work for a fairer country. But Labour leader Jeremy Corbyn said she had lost authority after axing a raft of manifesto pledges. Proposals to scrap the winter fuel allowance for well-off pensioners, end automatic 2.5% pension rises, expand grammar schools and end free school lunches for all infants have been dropped, while reforms to social care funding will be put out to consultation and a cap on some energy tariffs considered further. Amid continuing talks with the Democratic Unionists about them supporting Theresa May's government, a Downing Street spokesman said it was confident the Queen's Speech could ""command the confidence"" of the House of Commons in a vote next week. The main non-Brexit proposals include: There was no mention of US President Donald Trump's proposed state visit to the UK later this year, appearing to confirm suggestions it has been delayed. Ministers said the reason it was not included was purely because no date had been set. The Queen announced the government's legislative programme for the next two years at the State Opening of Parliament. She was accompanied by the Prince of Wales, rather than the Duke of Edinburgh, after Prince Philip was admitted to hospital on Tuesday night. Buckingham Palace said it was a ""precautionary measure"" for treatment of an infection arising from a pre-existing condition. By political editor Laura Kuenssberg It was meant to be Theresa May's political coronation, but the Queen's Speech has confirmed the reality of her fall from grace. The prime minister's ambitions for significant change at home have been culled, disappearing with her majority. But the complexity of all the work the government has ahead administratively, as the UK prepares to leave the EU, is plain to see. Eight bills on Brexit each requires no less than a redesign of systems that have been in place for decades. Each will require careful political handling, at a time when the government cannot be sure of its majority and a Labour Party with wind in its sails is determined to be a guerrilla opposition. Read more As MPs began debating the government's plans, Mrs May said the country was split ""between red and blue, young and old and Leave and Remain"" and Parliament's challenge was to heal, not reflect those divisions.","A host of proposed new laws designed to prepare the UK for a ""smooth and orderly"" departure from the EU have been announced in the Queen's Speech.",1142
23203560,"She could only attend school two or three times a week, for half a day, and she spent most of her time lying around the house. ""I got very breathless and I was on tablets a lot. Life wasn't great,"" she says. She was diagnosed with dilated cardiomyopathy and told she would need a heart transplant by the time she was 21. In the end she was just 15 when she was given the life-saving operation at Great Ormond Street Hospital (GOSH) in London. ""I got worse much more quickly than the doctors thought I would, but I only waited six days for a new heart and I was out of hospital within 17 days."" It sounds a simple solution, but there is nothing simple about replacing a child's diseased heart with another healthy one and nothing easy about the decision to donate an organ so that someone else's child might live. Sophie admits that she thinks about it quite a lot. ""It doesn't feel real sometimes, having someone else's heart in my body, but it just feels like mine now. ""I'm really glad I have it and I feel incredibly lucky."" Dr Matthew Fenton, consultant paediatric cardiologist and heart transplant doctor at GOSH, says it's worth remembering that organ donation is a precious gift. ""I want to recognise the generosity and thoughtfulness of all the people and families who have donated organs over the years and made these transplants possible. ""At such an incredibly difficult time for their own family, organ donation can be a tough decision to make - but it's also an extremely powerful one in granting a child a second chance at life."" Dr Fenton, who looks after the families before and after transplant surgery takes place, says children are not just restricted to accepting a heart from another child. Larger adults hearts can be transplanted into quite young children, he explains. ""A heart from a 60kg adult can be matched with a six-year-old who weighs just 20kg. ""That's why we need more adults donating because their organs can be used in children, and that means the smaller hearts which become available can be used for much younger children."" Transplant operations of this kind have very good outcomes. The mortality rate is less than 10%, and one year after surgery, there is a 92% survival rate.","Nearly four years ago Sophie Gilman, from Sevenoaks, was in bad way.",853
37402145,"It was not so much that Nico Rosberg's dominant victory in Singapore was his eighth win of the season - Hamilton has won six times - or that the German now holds the championship lead for the first time since after the British Grand Prix in early July. It was more what happened on Saturday, when Rosberg took pole position with what was probably the lap of his career. Rosberg was 0.704 seconds faster than Hamilton. Even allowing for the fact the triple world champion may have been compromised by a lack of grip, that is a chasm in Formula 1 terms. It is pretty safe to say this was the lap of Rosberg's career It is also extremely unusual to see Hamilton, whose reputation is based on his blistering speed and towering natural talent, so far behind a team-mate. To put it into context, Rosberg has never before had that sort of margin over Hamilton in qualifying when the world champion has not had a problem. His biggest previous advantage was 0.575secs at the 2013 Brazilian Grand Prix. In fact, over his whole career, Hamilton has only ever been out-qualified by a team-mate by a margin that big on six previous occasions in 182 grands prix - once by Fernando Alonso in 2007, once by Heikki Kovalainen in 2008, and four times by Jenson Button. So what went wrong for Hamilton in Singapore, on a track where he has often excelled in the past? In this case, it seems a simple matter of a bad weekend, in which a combination of circumstances combined to leave him adrift. It started with Hamilton and Rosberg choosing divergent set-ups in the first practice session on Friday. Hamilton emerged as the faster Mercedes driver but was struggling with locking brakes, a problem that continued into the next session that evening. Halfway through the second session things started to go badly wrong. Three times Hamilton tried to set a lap time on his qualifying simulation on the ultra-soft tyres and each time he made a mistake. Then his car developed a hydraulic leak and he missed the second half of the session, when the drivers do their core race preparation work. In Saturday's final practice, Hamilton did only nine laps, again suffering with locking brakes, again failing to get in a time on his qualifying simulation laps. After Hamilton qualified third behind Rosberg and Red Bull's Daniel Ricciardo, Mercedes F1 boss Toto Wolff said Hamilton's car was ""not where it should have been after free practice one"".",This one should really give Lewis Hamilton pause for thought.,1726
40008026,"Twenty-two people were killed in the explosion, including an eight-year-old girl. A further 59 people, including 12 under the age of 16, were injured and taken to hospital. Nick Haywood, 46, from Nottingham was waiting for his 16-year-old daughter Caitlin and her friend, also 16, when the explosion happened. He said: ""You could feel it, you could feel the noise. It was incredibly loud. My first thought was to find my daughter. ""People were already starting to filter out. You could tell something was wrong, no-one was laughing or chatting. Some people were running, a bit of mild panic. ""I was trying to get hold of them on the phone but the network was down so I made my way into the arena. Seeing her on the stairs was a huge relief. ""It was like she was almost born again. It was the best moment of my life all over again."" Caitlin had planned and saved up for the trip for months. She said: ""We were so excited when the day came and we were listening to her music on the train. We were so excited, but it turned out to be be a bad experience. ""When people said [the noise] was a balloon or a speaker, in the back of my head I knew it was a bomb and we needed to get out. ""I thought the next minute people with guns were going to start coming in."" She said she and her friend were near the front of the stage when the blast took place and she said people were getting crushed as they panicked and ran for the exit. ""As soon as Ariana Grande left [the stage] the lights went out and the bomb went off. That made me think that this person planned it so well."" Stephanie Hill and her daughter Kennedy were at the concert. She said the police and emergency services entered the building soon after the blast, but she still didn't feel safe. ""The police were all there, there were armed police with... their guns, there were ambulances. ""They were there so quickly it was unbelievable. But we didn't know, even then we didn't know what was going on. ""We were thinking'oh my God, we're going to get shot'. ""So we ran, we ran and we hid under a bridge for about forty minutes.""",Witnesses have described the chaos and horror after a fatal explosion at the concert by US pop star Ariana Grande at Manchester Arena.,1396
14326514,"The harassment has included death threats, vilification on internet websites, and a series of official complaints alleging both personal and professional misconduct to universities, ethical oversight committees and the General Medical Council (GMC). ""It's direct intimidation in the sense of letters, emails, occasional phone calls and threats,"" says Professor Simon Wessely, of King's College London, who has received a series of death threats and threatening phone calls, and now has his mail routinely scanned for suspect devices. ""But more often indirect intimidation through my employer or the GMC. All of it intended to denigrate and try and make you into a leper."" Behind the vitriolic nature of the attacks, the core objection, by some activists, is the association of Chronic Fatigue Syndrome with mental illness. They claim the real cause is biological and want research to focus exclusively on identifying the - as yet undiscovered - virus responsible. ""Sadly some of the motivation seems to come from people who believe that any connection with psychiatry is tantamount to saying there is nothing wrong with you, go away, you're not really ill,"" says Dr Wessely. ""That's profoundly misguided. They fall victim to the label, and believe that the mere involvement of psychiatry denigrates them and denigrates the condition."" Chronic Fatigue Syndrome is a debilitating condition involving severe fatigue, painful muscles and joints, gastric complaints and poor memory and concentration. It is estimated there may be as many as a quarter of a million sufferers across the UK, but exactly what causes it is still a mystery. That has been incredibly frustrating for patients who have often received short-shrift from doctors, and been branded as malingerers - the victims of ""yuppy flu"" - in the media. Even the existence of the condition has only recently received widespread acknowledgement by the medical establishment. Speaking on the programme on Friday, ME Association's Dr Charles Shepherd condemned the abuse of researchers, but said sufferers had a justifiable complaint that almost no government-funded research was looking at the bio-medical aspects of the illness. ""The anger, the frustration, is the fact that all this effort, all this government-funding, has just been going to the psychological side,"" he said. Hostility towards a psychiatric explanation for Chronic Fatigue Syndrome reached a peak in 2009 when research published in the journal Science appeared to show a link to the XMRV retrovirus. But a series of follow-up studies failed to replicate the finding, unleashing another torrent of abuse - this time aimed at virologists, including Professor Myra McClure, of Imperial College, London.","Scientists working on Chronic Fatigue Syndrome (CFS), or ME, say they are being subjected to a campaign of vicious abuse and intimidation that is hampering research into the causes of the condition.",587
35231065,"The rock band will headline the Coachella music festival in California in April - although it is still unclear whether original members Steven Adler, Izzy Stradlin and Duff McKagan, will also be part of the line-up. [Update: The band have now confirmed that McKagan will take part in the reunion] Once the most feared band in rock, they were raw, ugly and chaotic. But they also had a sensitive side, as heard on their breakthrough hit Sweet Child O' Mine, written for Rose's girlfriend and later wife Erin Everly, daughter of Don Everly. Rose has remained the only constant in the band's chequered history, which was marked by drug abuse, in-fighting and accusations of homophobia and misogyny. William Bruce Rose was born on February 6, 1962, in Lafayette, Indiana. Sexually and physically abused at a young age, he was an outcast at school but found solace singing in the church choir. He moved to Los Angeles at the age of 17, changing his name to Axl Rose (an anagram of oral sex) and forming a band with schoolfriend Izzy Stradlin. The band had several name changes - Rose, Hollywood Rose and LA Guns - before finalising its line-up with Slash (top-hatted guitarist Saul Hudson, originally from Stoke-on-Trent), Duff McKagan (bass), and Steven Adler (drums). They made their live debut at the Troubador, in a show billed as: ""A Rock'n' Roll Bash Where Everyone's Smashed"" and honed a sound that was equal parts metal and punk. Following a disastrous 1985 tour (they ended up hitch-hiking to Seattle after their van broke down) they rallied on the independently-released EP Live?!*@ Like a Suicide, which led to them being signed to Geffen Records. Guns N' Roses debut album, Appetite For Destruction, killed off 1980s hair-metal in one swift flourish - even though the band themselves, sporting bandanas and cowboy boots, hardly broke the mould. It remains the biggest-selling debut album of all time, shifting more than 30 million copies (including 18 million in the US), although it got off to a slow start, making its chart debut at number 182 in 1987. The band's hectic touring schedule delayed a follow-up, so their earlier EP was given a re-release, with the addition of four acoustic tracks, under the title GN'R Lies. Rose came under fire for the closing track, One in a Million, which used both racial and homophobic slurs.",It's official: Slash and Axl Rose are going to perform together as Guns N' Roses for the first time since 1993.,1503
35413998,"Two Ian Humphreys kicks put Ulster 6-3 up after a scrappy first half as a few promising Treviso moves came to nought. However after Jayden Hayward's second levelling penalty, Ulster cut loose. Sean Reidy's try edged Ulster ahead with Darren Cave, Rory Scholes and fit-again Stuart Olding adding further scores before Braam Steyn's late reply. Olding showed he has lot none of his attacking instincts as he made an impressive return to action after 10 months out because of a serious knee injury. The young centre's break helped set up Cave's 58th-minute try which effectively broke Treviso's resistance and Olding's 72nd-minute score ensured Ulster's bonus point. Media playback is not supported on this device The victory moves Ulster up to fifth spot in the table, three points behind leaders the Scarlets, but the Irish province have a game in hand on the Welsh club. With New Zealand-born full-back Hayward looking dangerous, Treviso showed some attacking intent in the first half but they lacked sufficient cutting edge to trouble the Ulster defence. Hayward eventually cancelled out Humphreys's early penalty to level in the 33rd minute but the Ulster fly-half restored his team's lead a minute before the break after an Olding break. Treviso pressure yielded a second levelling Hayward penalty in the 49th minute but Ulster were ahead again within four minutes as Reidy finished off a perfect line-out maul, with Humphreys adding the conversion. Cave's try put further daylight between the teams five minutes later and Scholes ran in Ulster's third try in the 63rd minute after intercepting a loopy midfield pass from Sam Christie. Olding's successful return was topped off by his 72nd-minute score and Steyn's late reply was little consolation for the home side, who have not earned a win in any competition since their home victory over Cardiff Blues last February. Treviso: J Hayward; L Nitoglia, E Bacchin, A Sgarbi (capt), T Iannone; S Christie, A Lucchese; Alberto De Marchi, R Santamaria, S Ferrari; F Palmer, T Palmer; Andrea De Marchi, M Lazzaroni, R Barbieri. Replacements: L Bigi for Santamaria 16, C Traore for Alberto De Marchi 58, F Filippetto for Ferrari 42, J Montauriol for T Palmer 63, B Steyn for Barbieri 58, J Ambrosini for Lucchese 66, S Ragusi for Nitoglia 58, A Pratichetti for Bacchin 68.","Ulster maintained their challenge for the Pro12 title as they handed a 26th straight defeat to Treviso, with the Irish side also earning a bonus point.",482
38036081,"The visitors led at half-time through Gareth McAuley's header, as Hull's players conspired to play a full 45 minutes without a single shot on goal - much to the disgust of the home fans. The introduction of Adama Diomande for the ill Ryan Mason at half-time brought a change of shape and attitude from Hull, who finally began to threaten the visitors' goal. They were rewarded with a 72nd-minute equaliser from captain Michael Dawson, who steered home off the post after Robert Snodgrass' free-kick was nodded down by Dieumerci Mbokani. Hull remain inside the relegation zone on goal difference having pulled level with West Ham and Crystal Palace on 11 points. West Brom, who missed the chance to claim a third straight Premier League win for the first time in four years, stay in ninth. Hull's first-half performance was probably as poor a 45 minutes as any Premier League team has managed this season. With 15 minutes of the contest gone they had allowed West Brom an astonishing 82% of possession and looked woefully short of confidence and ideas. There was a feeling of inevitability about West Brom's goal when it came just after the half-hour, McAuley getting up ahead of Curtis Davies to nod Matt Phillips' corner into the net and sap away what little atmosphere there was inside the ground. Half-time was met with boos from the home fans, who were rightly concerned at seeing West Brom carve out six shots to Hull's none. Better was needed and better was exactly what they got. Diomande's entrance for Mason saw Hull switch to a three-man front line also comprising Mbokani and Snodgrass, and the results were immediate. A first corner of the match arrived on 46 minutes, their first shot of the match after 50, and then - as is the way of these things - another followed seconds later. Snodgrass was instrumental in the improved display - as he was in Hull's win against Southampton in their last home game - and it was his free-kick that helped them back onto level terms, Mbokani attacking a high delivery to create the opening for Dawson to apply a smart finish. Media playback is not supported on this device West Brom boss Tony Pulis will be frustrated at seeing his side fail to continue their winning run, particularly given the confidence coursing through the squad after Monday's thumping 4-0 win over Burnley.",A much-improved second-half display saw Hull City come from behind to secure a deserved point against West Brom at the KCOM Stadium.,1375
25287108,"Parliamentary watchdog Ipsa is set to recommend a rise of £7,600 to £74,000, to come in after the 2015 election. Ipsa does not need to get the agreement of Parliament to bring in the changes. But Treasury minister Danny Alexander urged it to reconsider, saying it would be ""wholly inappropriate"" at a time of curbs on pay in the public sector. The rise - to come into effect in May 2015 - comes as part of a package of changes to MPs' salary and benefits which would see some allowances scrapped. MPs currently earn a basic salary of £66,396 but the Independent Parliamentary Standards Authority is expected to say on Thursday that their pay has fallen behind in recent years and a substantial ""one-off"" rise is justified. The BBC's political correspondent Gary O'Donoghue said Ipsa would conduct a statutory review of pay at the start of the next Parliament, at which point the rise could theoretically be reversed, but this remains unlikely. All three party leaders disagreed with the move when it was first proposed earlier this year but the watchdog is expected to say it will press ahead with the rise - expected to cost the public purse £4.6m. Mr Alexander, Lib Dem Chief Secretary to the Treasury, urged the watchdog to reconsider, saying it must take into account public opinion as well as ""the wider economic climate and the climate of people's living standards"". It would be ""wholly inappropriate for MPs to get such a large pay rise when every other public sector worker sees their pay rises capped at 1%,"" he told the BBC's Andrew Marr show. Conservative defence secretary Philip Hammond said he would not personally be accepting the pay increase, saying it was the ""not the moment"" to do so. ""Whatever the rights and wrongs of whether MPs' pay is too high, too low, comparable to other people, at a time when we are asking people across the public sector - nurses, doctors, teachers - to accept pay restraint, members of Parliament have to be seen to be leading the way,"" he told BBC Five Live's Pienaar's Politics. He suggested the Cabinet would take a ""collective line"" on the issue of whether to accept the rise or not. By Alan SoadyPolitical reporter, BBC News It is regarded as a no-brainer by MPs that many voters loathe the idea of politicians being paid more, especially at a time of austerity.","Plans to award MPs an 11% pay rise have been criticised across Westminster, with one minister describing them as ""utterly incomprehensible"".",974
17204297,"Home Secretary Theresa May said the change - from April 2016 - would help cut the number of non-Europeans and their dependants granted settlement each year from 60,000 to 20,000. The pay threshold will apply to people wanting to remain permanently after more than five years working in the UK. Those who don't qualify will be ordered to leave the UK after six years. The pay threshold is the first time that a British government has imposed an economic test on the right to settlement in the UK. For decades, settlement has been granted on the basis of length of time living in - and ties to - the UK, recognising that people who have been living in the country for five years have made it their permanent home. Prime Minister David Cameron says he wants to reduce annual net migration to ""tens of thousands"" from the current level of around 250,000. It is aiming to bring the figure, which includes students and the families of visa holders, to below 100,000 by 2015 - a year before the latest restriction is due to come into force. In a written statement to Parliament, Mrs May said: ""Until now, settlement has been a virtually automatic consequence of five years' residence in the UK as a skilled worker. Those who have settled have tended to be less well paid and lower-skilled than those who have not. ""And the volumes of migrant workers settling have reached record levels in recent years."" According to official figures, in 1997 fewer than 10,000 migrant workers and their dependants were granted settlement, but by 2010 this had risen to 84,000. Mrs May said: ""So in future, we will exercise control to ensure that only the brightest and best remain permanently."" The £35,000 earnings threshold will be waived for any ""shortage occupations"" if official advisers tell ministers that the UK needs more workers with skills or training. Scientists and researchers in PhD level jobs will also be exempt from the earnings test. Nicola Dandridge of Universities UK, said: ""The government has responded to the concerns... by exempting PhD-level jobs from the new pay threshold for settlement. ""We argued strongly that such international academics and researchers should be made exempt from any pay threshold on the basis that their salaries are not comparable to those of highly skilled migrants working in other sectors. ""If we are to continue to produce Nobel Prize-winning research and groundbreaking work, we must offer a welcoming environment to the best academics from around the world.""","Migrant workers will need to earn at least £35,000 to qualify for settlement in the UK, says the Home Office.",849
36761788,"At 60 years old, she's much older than your typical budding entrepreneur. Yet in her home country of Thailand she was the first person willing to take a chance on an industry still in its infancy - solar power. In fact, she was so convinced of the sector's potential that she came out of retirement to set up her own company. Thailand, forced to shift away from once-plentiful natural gas reserves, was for the first time ever offering to buy back solar power from private firms. With enough free time to look into the numbers, and having previously had some experience in the use of solar energy in rural areas, Ms Khunchornyakong felt instinctively that the sector offered a compelling opportunity. Yet when she started trying to fund her first solar project, not a single bank was willing to lend her the money, as none of them believed it could be a profitable business. In frustration she issued an ultimatum to a Thai bank that sported a green logo to indicate support of environmental projects. She insisted that if the bank was not willing to lend her the money it would have to change the colour of its logo. ""He really didn't want to change the colour of the bank so he agreed to start talking. That's the way I can convince the management to at least listen."" Eventually the bank gave her a loan for 60% of the start-up costs, leaving her to find the other 40%. The newness of solar power in the country meant none of her friends who had invested in her previous business ventures were willing to lend her money so she was forced to use her house as collateral to provide the initial equity to get the business off the ground. Once the first project proved successful she had a real-life example of how the business worked and the potential profits, helping her secure the help of the World Bank to get further funding to rapidly expand. Ms Khunchornyakong is now chief executive and chairwoman of the largest solar power firm in Thailand, SPCG. The company she founded has created thousands of jobs and runs 36 solar farms, generating some 260 megawatts of solar power a year. But what on earth made her take on such a risk when she was comfortably retired? She says it was simply her conviction that the business was a good idea.",Wandee Khunchornyakong doesn't fit the usual stereotype of a start-up founder.,1020
34832781,"Research shows Europeans are a mixture of three major ancestral populations - indigenous hunters, Middle Eastern farmers and a population that arrived from the east in the Bronze Age. DNA from ancient remains in the Caucasus has now revealed a fourth population that fed into the mix. Details are published in Nature Communications. Scientific advances in recent years have allowed researchers to retrieve and analyse genomes from ancient burials. The genome is the genetic blueprint for a human, contained within the nucleus of every cell. This deluge of data has transformed our understanding of the modern human genetic landscape. It has also shown that present-day genetic patterns are poor guides to ancient ones. The first layer of European ancestry, the indigenous hunter-gatherers, entered Europe before the Ice Age 40,000 years ago. But 7,000 years ago, they were swept up in a migration of people from the Middle East, who introduced farming to Europe. About 5,000 years ago, herders called the Yamnaya entered Europe from the eastern Steppe region - in present day Ukraine and Russia. These horse riding metal workers may have brought Indo-European languages with them; today this language family comprises most of the tongues spoken in Europe. The discovery of plague DNA in Yamnaya burials and a population decline in Europe around the same time has led some researchers to wonder if their passage west was facilitated by the spread of disease. The Yamnaya transformed the gene pools of northern and central Europe, such that some populations, like Norwegians, owe around 50% of their ancestry to these Steppe pastoralists. But the Yamnaya were themselves a mixed population. Around half of their ancestry came from a sister group to the hunter-gatherers who inhabited Europe before farming, while the other half appears to be from a population related to - but noticeably different from - the Middle Eastern migrants who introduced farming. Researchers have now analysed genomes from two hunter-gatherers from Georgia that are 13,300 and 9,700 years old. The results show that these Caucasus hunters were probably the source of the farmer-like DNA in the Yamnaya. The Caucasus hunter-gatherer genomes show a continued mixture with their Middle Eastern cousins to the south, who would go on to invent farming 10,000 years ago. However, this mixing ended about 25,000 years ago - just before the time of the last glacial maximum, or peak of the Ice Age. At this point, populations shrank - as shown by their genes homogenising, a sign of breeding between those with increasingly similar DNA.","Geneticists have detected a fourth ancestral ""tribe"" which contributed to the modern European gene pool.",563
39240146,"Darron Gibson is expected to overcome a minor niggle but fellow midfielder Steven Pienaar is still a doubt because of a calf problem. Burnley's Steven Defour could be involved for the first time since suffering a hamstring strain at the end of January. Johann Berg Gudmundsson and Dean Marney remain sidelined by knee injuries. Guy Mowbray: ""It has to be better than last time. Even David Moyes described January's Stadium of Light FA Cup meeting between these teams as'a slog for everybody'. ""This, though, has the added'big chance' factor. ""Sunderland surely have to go into the international break with the boost of a win. ""Anything else against a team that's only taken two points on the road all season will have many declaring that another escape from relegation will be beyond them. Most outside onlookers already have. ""Burnley are desperate to break what Sean Dyche describes as'an anomaly' in their season - failure to win away. Here's their big chance, in a game that could prove a big deal."" Twitter: @Guymowbray Sunderland manager David Moyes on Jermain Defoe's England call-up: ""I think it's a boost to Jermain and hopefully it gives the whole club a lift because we need his goals and we need more goals. ""It's less and less likely that older players get call-ups when they've been out of the team for a while. You get players like Steven Gerrard and Wayne Rooney who play right through to their mid-thirties, but when you've been out of the squad, it shows your professionalism in never giving up on it."" Burnley manager Sean Dyche: ""A lot of performances away from home were way off the mark earlier in the season, but that's not been the case in the main recently. ""The performance against Liverpool was a marker, the sight of Liverpool kicking it in the corners and wasting time, and bringing Lucas on for a striker, which you don't see them do often, was a backhanded mark of respect. ""If we keep delivering performances and get on top of the fine details, we're not a million miles away."" Sunderland are six points adrift of safety now, and although this is not quite their last throw of the dice, it is not far off it. I am going to tip Burnley to win. The way they are playing, they surely cannot go the whole season without an away win.",Sunderland have been rocked by the news that Jan Kirchhoff has been ruled out for at least another four weeks.,455
